tx,RevokeEncodedAccountKey,GenerateUUID,GetAccountBalance,SetValue,ValueDecoded,ProgramChecked,ProgramParsed,ValueEncoded,ProgramInterpreted,GetProgram,ValueExists,GetStorageUsed,function_or_loop_call,UpdateAccountContractCode,ContractFunctionInvoke,GetValue,EmitEvent,GetStorageCapacity,GetAccountContractCode,GetCode,AllocateStorageIndex,SetProgram,CreateAccount,AddEncodedAccountKey,GetAccountAvailableBalance,ResolveLocation,ms
get signer address + get account and get available balance,0,1,0,343,1483,1,1,0,495,1490,0,493,314237,0,494,227984,3,3,0,0,0,1,0,0,490,3,248
get signer receiver,0,1,0,343,15,7,7,0,5,29,0,3,135800,0,4,2358,3,3,6,6,0,7,0,0,0,12,282
add and remove key to/from account + get signer receiver,989,1,0,343,15,1,1,0,5,20,0,3,87963,0,4,2358,1981,3,0,0,0,1,0,989,0,3,303
reference tx,0,1,0,343,13,1,1,0,5,20,0,3,494702,0,4,2094,3,3,0,0,0,1,0,0,0,3,153
get signer address + create new account,0,256,0,62138,778,1,1,255,175,700,255,88,348311,0,174,119139,513,88,0,0,85,1,85,0,0,3,218
add key to account,0,1,0,343,13,7,7,0,5,29,0,3,2152,0,4,2094,433,3,6,6,0,7,0,430,0,12,37
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,139556,0,4,2358,3,3,0,0,0,1,0,0,0,3,672
convert int to string + borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,337416,0,4,2646,3,3,0,0,0,1,0,0,0,3,169
mint NFT + convert int to string,0,4030,0,807031,17,1,1,0,6,23,0,4,441436,0,5,6892,3,4,0,0,4133,1,0,0,0,3,299
call empty contract function + mint NFT,0,998,0,203408,17,1,1,0,6,23,0,4,100704,0,5,7081,3,4,0,0,1023,1,0,0,0,3,133
emit event,0,1,0,343,14,1,1,0,5,20,0,3,215876,0,4,2251,35982,3,0,0,0,1,0,0,0,3,271
get account and get available balance + add key to account,0,1,0,343,991,1,1,0,331,998,0,329,6013,0,330,152380,944,3,0,0,0,1,0,941,326,3,184
get account and get storage used + get account and get storage capacity,0,1,0,343,475,1,1,0,159,482,0,4969,20484,0,158,73088,3,157,0,0,0,1,0,0,0,3,104
add and remove key to/from account,1861,1,0,343,13,1,1,0,5,20,0,3,13029,0,4,2094,3725,3,0,0,0,1,0,1861,0,3,514
add and remove key to/from account + call empty contract function,84,1,0,343,14,1,1,0,5,20,0,3,123048,0,4,2251,171,3,0,0,0,1,0,84,0,3,117
get account and get storage capacity,0,1,0,343,370,1,1,0,124,377,0,3,478,0,123,56953,3,122,0,0,0,1,0,0,0,3,57
load and save long string on signers address + get account and get storage capacity,0,1,0,387,1967,1,1,1,656,1973,0,3,22684,0,655,302208,3,654,0,0,0,1,0,0,0,3,245
get account and get storage capacity,0,1,0,343,2887,1,1,0,963,2894,0,3,3834,0,962,443732,3,961,0,0,0,1,0,0,0,3,262
get signer vault + add and remove key to/from account,327,1,0,343,14,7,7,0,5,29,0,3,55861,0,4,2235,657,3,6,6,0,7,0,327,0,12,124
borrow array from storage + convert int to string,0,1,0,343,14,1,1,0,5,20,0,3,484482,0,4,2646,3,3,0,0,0,1,0,0,0,3,259
create new account + create new account and deploy contract,0,484,0,128687,1462,113,113,595,551,1308,483,164,984,112,326,224113,1081,164,112,112,273,1,161,0,0,3,234
mint NFT + get signer address,0,4164,0,833790,17,1,1,0,6,23,0,4,164494,0,5,6956,3,4,0,0,4271,1,0,0,0,3,205
get account and get storage capacity + get account and get available balance,0,1,0,343,3172,1,1,0,1058,3179,0,448,4216,0,1057,487527,3,611,0,0,0,1,0,0,445,3,345
mint NFT,0,102,0,21129,17,1,1,0,6,23,0,4,1214,0,5,3734,3,4,0,0,104,1,0,0,0,3,7
get signer address + copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,91240,0,4,2646,3,3,0,0,0,1,0,0,0,3,89
copy array from storage and save a duplicate,0,1,0,895,15,7,7,1,5,29,0,3,6918,0,4,3198,3,3,6,6,266,7,0,0,0,12,17
get account and get available balance,0,1,0,343,3568,1,1,0,1190,3575,0,1188,4742,0,1189,548379,3,3,0,0,0,1,0,0,1185,3,381
get account and get available balance + create new account,0,4,0,1072,208,1,1,3,69,214,3,66,256,0,68,32055,9,4,0,0,1,1,1,0,62,3,22
transfer tokens + borrow array from storage,0,573,0,568,17,1,1,0,5,20,0,3,102590,0,4,3032,1147,3,0,0,0,1,0,0,0,3,164
borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,86462,0,4,2646,3,3,0,0,0,1,0,0,0,3,120
add and remove key to/from account + create new account and deploy contract,1269,361,0,99583,1093,121,121,480,485,980,360,123,9727,120,244,167574,3381,123,120,120,240,1,120,1269,0,3,380
get account and get balance + create new account,0,208,102,50644,940,1,1,207,245,1082,207,72,688,0,244,146103,417,72,0,0,69,1,69,0,0,3,136
transfer tokens + add key to account,0,1369,0,568,16,1,1,0,5,20,0,3,54114,0,4,2480,3985,3,0,0,0,1,0,1246,0,3,215
reference tx + borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,248882,0,4,2646,3,3,0,0,0,1,0,0,0,3,174
get account and get available balance + copy array from storage,0,1,0,343,212,1,1,0,71,218,0,69,135348,0,70,33072,3,3,0,0,0,1,0,0,66,3,143
convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,3,455527,0,4,2094,3,3,0,0,0,1,0,0,0,3,243
convert int to string and concatenate it + get public account,0,1,0,343,13,1,1,0,5,20,0,3,552317,0,4,2094,3,3,0,0,0,1,0,0,0,3,311
add and remove key to/from account + get account and get available balance,276,1,0,343,1507,1,1,0,503,1514,0,501,3928,0,502,231672,555,3,0,0,0,1,0,276,498,3,242
get account and get available balance + add and remove key to/from account,792,1,0,343,1438,1,1,0,480,1445,0,478,7448,0,479,221069,1587,3,0,0,0,1,0,792,475,3,584
transfer tokens,0,277,0,568,16,1,1,0,5,20,0,3,9662,0,4,2480,555,3,0,0,0,1,0,0,0,3,41
load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,239522,0,4,2138,3,3,0,0,0,1,0,0,0,3,174
transfer tokens,0,1661,0,568,16,1,1,0,5,20,0,3,58102,0,4,2480,3323,3,0,0,0,1,0,0,0,3,150
mint NFT + copy array from storage,0,4535,0,906864,18,1,1,0,6,23,0,4,62596,0,5,6747,3,4,0,0,4650,1,0,0,0,3,193
borrow array from storage + create new account and deploy contract,0,307,0,84697,932,103,103,408,413,836,306,105,91358,102,208,143304,717,105,102,102,204,1,102,0,0,3,279
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,155318,0,4,2358,3,3,0,0,0,1,0,0,0,3,518
get account and get balance + transfer tokens,0,372,355,568,1081,7,7,0,360,1804,0,3,14409,0,359,172525,745,3,6,6,0,7,0,0,0,12,175
create new account,0,952,0,231436,2866,1,1,951,639,2556,951,320,1270,0,638,439237,1905,320,0,0,317,1,317,0,0,3,389
borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,81886,0,4,2646,3,3,0,0,0,1,0,0,0,3,105
load and save empty string on signers address + create new account and deploy contract,0,106,0,29291,329,36,36,141,145,300,105,38,28317,35,74,50362,248,38,35,35,70,1,35,0,0,3,77
get account and get storage used + get public account,0,1,0,343,13,1,1,0,5,20,0,6906,93128,0,4,2094,3,3,0,0,0,1,0,0,0,3,140
load and save empty string on signers address + add and remove key to/from account,1240,1,0,346,14,1,1,1,5,20,0,3,82700,0,4,2138,2483,3,0,0,0,1,0,1240,0,3,208
create new account and deploy contract + emit event,0,304,0,83868,923,102,102,404,409,828,303,104,117831,101,206,141530,20230,104,101,101,202,1,101,0,0,3,286
convert int to string + get public account,0,1,0,343,13,7,7,0,5,29,0,3,358356,0,4,2094,3,3,6,6,0,7,0,0,0,12,197
get signer address,0,1,0,343,13,1,1,0,5,20,0,3,748073,0,4,2094,3,3,0,0,0,1,0,0,0,3,239
load and save empty string on signers address + get signer receiver,0,1,0,346,16,1,1,1,5,20,0,3,305146,0,4,2361,3,3,0,0,0,1,0,0,0,3,352
borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,124588,0,4,2646,3,3,0,0,0,1,0,0,0,3,158
get account and get storage capacity + create new account,0,433,0,105319,2596,1,1,432,722,2459,432,147,2296,0,721,398439,867,576,0,0,144,1,144,0,0,3,282
copy array from storage and save a duplicate + create new account and deploy contract,0,226,0,62920,690,76,76,301,305,620,225,78,6067,75,154,106623,528,78,75,75,363,1,75,0,0,3,121
mint NFT,0,1071,0,210721,17,1,1,0,6,23,0,4,12842,0,5,4203,3,4,0,0,1096,1,0,0,0,3,46
get account and get storage used + convert int to string,0,1,0,343,13,1,1,0,5,20,0,1389,366596,0,4,2094,3,3,0,0,0,1,0,0,0,3,150
get signer receiver + transfer tokens,0,1376,0,568,16,1,1,0,5,20,0,3,81705,0,4,2480,2753,3,0,0,0,1,0,0,0,3,244
get account and get storage used + mint NFT,0,1475,0,294432,17,1,1,0,6,23,0,5488,39628,0,5,6067,3,4,0,0,1512,1,0,0,0,3,126
copy array from storage and save a duplicate + get signer address,0,1,0,895,15,1,1,1,5,20,0,3,332943,0,4,3198,3,3,0,0,196,1,0,0,0,3,118
transfer tokens,0,1411,0,568,16,1,1,0,5,20,0,3,49352,0,4,2480,2823,3,0,0,0,1,0,0,0,3,128
get account and get available balance + borrow array from storage,0,1,0,343,281,1,1,0,94,287,0,92,115750,0,93,43675,3,3,0,0,0,1,0,0,89,3,410
get public account,0,1,0,343,13,1,1,0,5,20,0,3,365670,0,4,2094,3,3,0,0,0,1,0,0,0,3,267
convert int to string + load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,675884,0,4,2138,3,3,0,0,0,1,0,0,0,3,343
get signer receiver + load and save empty string on signers address,0,1,0,346,16,1,1,1,5,20,0,3,103786,0,4,2402,3,3,0,0,0,1,0,0,0,3,167
,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
add key to account,0,1,0,343,13,1,1,0,5,20,0,3,20162,0,4,2094,4035,3,0,0,0,1,0,4032,0,3,318
get signer vault + add and remove key to/from account,1107,1,0,343,14,1,1,0,5,20,0,3,100605,0,4,2235,2217,3,0,0,0,1,0,1107,0,3,304
get signer address + create new account and deploy contract,0,190,0,52444,580,64,64,252,257,524,189,66,40267,63,130,88971,444,66,63,63,126,1,63,0,0,3,110
create new account and deploy contract,0,724,0,199168,2182,242,242,964,969,1948,723,244,1689,241,486,333951,1690,244,241,241,482,1,241,0,0,3,395
create new account + emit event,0,157,0,38251,482,1,1,156,109,436,156,55,39836,0,108,73959,6919,55,0,0,52,1,52,0,0,3,139
create new account and deploy contract,0,82,0,22617,256,28,28,108,113,236,81,30,191,27,58,39273,192,30,27,27,54,1,27,0,0,3,41
get public account + call empty contract function,0,1,0,343,14,1,1,0,5,20,0,3,260680,0,4,2249,3,3,0,0,0,1,0,0,0,3,229
convert int to string and concatenate it + get account and get storage capacity,0,1,0,343,367,1,1,0,123,374,0,3,118846,0,122,56492,3,121,0,0,0,1,0,0,0,3,91
get account and get balance + mint NFT,0,518,300,106879,917,1,1,0,306,1523,0,4,7408,0,305,149832,3,4,0,0,531,1,0,0,0,3,135
get account and get balance + add and remove key to/from account,1489,1,363,343,1102,1,1,0,368,1835,0,3,11879,0,367,175971,2981,3,0,0,0,1,0,1489,0,3,316
load and save empty string on signers address + get signer vault,0,1,0,346,15,1,1,1,5,20,0,3,259752,0,4,2279,3,3,0,0,0,1,0,0,0,3,1019
get account and get available balance + copy array from storage,0,1,0,343,1091,1,1,0,364,1097,0,362,142746,0,363,168145,3,3,0,0,0,1,0,0,359,3,256
get signer address + reference tx,0,1,0,343,13,1,1,0,5,20,0,3,359882,0,4,2094,3,3,0,0,0,1,0,0,0,3,130
add key to account + create new account and deploy contract,0,298,0,82216,904,100,100,396,401,812,297,102,8397,99,202,138615,2236,102,99,99,198,1,99,1540,0,3,452
get signer receiver + add key to account,0,1,0,343,15,1,1,0,5,20,0,3,61674,0,4,2358,2467,3,0,0,0,1,0,2464,0,3,289
get account and get available balance + transfer tokens,0,1784,0,568,1942,1,1,0,647,1946,0,645,64977,0,646,298442,3569,3,0,0,0,1,0,0,642,3,361
get public account + load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,270888,0,4,2097,3,3,0,0,0,1,0,0,0,3,447
create new account and deploy contract + get signer vault,0,112,0,30941,347,38,38,148,153,316,111,40,122307,37,78,53258,262,40,37,37,74,1,37,0,0,3,236
create new account,0,304,0,73494,922,1,1,303,207,828,303,104,406,0,206,140893,609,104,0,0,101,1,101,0,0,3,154
create new account and deploy contract,0,319,0,88005,967,107,107,424,429,868,318,109,744,106,216,148268,745,109,106,106,212,1,106,0,0,3,166
create new account and deploy contract + get signer address,0,178,0,49136,544,60,60,236,241,492,177,62,360201,59,122,83455,416,62,59,59,118,1,59,0,0,3,540
emit event + copy array from storage and save a duplicate,0,1,0,895,16,1,1,1,5,20,0,3,107636,0,4,3355,15840,3,0,0,485,1,0,0,0,3,166
add and remove key to/from account,1143,1,0,343,13,1,1,0,5,20,0,3,8003,0,4,2094,2289,3,0,0,0,1,0,1143,0,3,178
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,19448,0,4,2097,3,3,0,0,0,1,0,0,0,3,16
copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,82678,0,4,2646,3,3,0,0,0,1,0,0,0,3,83
mint NFT + get signer receiver,0,2604,0,522747,19,1,1,0,6,23,0,4,79528,0,5,6868,3,4,0,0,2670,1,0,0,0,3,204
emit event,0,1,0,343,14,1,1,0,5,20,0,3,279056,0,4,2251,46512,3,0,0,0,1,0,0,0,3,330
convert int to string + add key to account,0,1,0,343,13,1,1,0,5,20,0,3,445242,0,4,2094,5,3,0,0,0,1,0,2,0,3,176
add and remove key to/from account + convert int to string and concatenate it,312,1,0,343,13,1,1,0,5,20,0,3,6228,0,4,2094,627,3,0,0,0,1,0,312,0,3,45
mint NFT,0,7273,0,1452515,17,1,1,0,6,23,0,4,87266,0,5,6533,3,4,0,0,7460,1,0,0,0,3,301
get account and get storage used + create new account,0,253,0,61579,769,1,1,252,173,692,252,11570,46272,0,172,117930,507,87,0,0,84,1,84,0,0,3,252
get signer vault + transfer tokens,0,825,0,568,16,1,1,0,5,20,0,3,153512,0,4,2480,1651,3,0,0,0,1,0,0,0,3,255
create new account and deploy contract,0,97,0,26742,301,33,33,128,133,276,96,35,226,32,68,46158,227,35,32,32,64,1,32,0,0,3,50
get signer vault + get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,79412,0,4,2358,3,3,0,0,0,1,0,0,0,3,160
create new account,0,160,0,38980,490,1,1,159,111,444,159,56,214,0,110,75181,321,56,0,0,53,1,53,0,0,3,65
get public account + copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,137798,0,4,3198,3,3,0,0,49,1,0,0,0,3,103
get signer vault + get account and get balance,0,1,259,343,791,1,1,0,264,1315,0,3,21684,0,263,126296,3,3,0,0,0,1,0,0,0,3,130
create new account + borrow array from storage,0,427,0,103861,1292,7,7,426,289,1165,426,145,116028,0,288,198464,855,145,6,6,142,7,142,0,0,12,324
emit event + get account and get storage capacity,0,1,0,343,1580,1,1,0,527,1586,0,3,157606,0,526,242893,25922,525,0,0,0,1,0,0,0,3,315
borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,258634,0,4,2646,3,3,0,0,0,1,0,0,0,3,330
reference tx + create new account and deploy contract,0,172,0,47368,526,58,58,228,233,476,171,60,171247,57,118,80583,402,60,57,57,114,1,57,0,0,3,494
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,555398,0,4,2097,3,3,0,0,0,1,0,0,0,3,398
get public account + emit event,0,1,0,343,14,1,1,0,5,20,0,3,310168,0,4,2251,25921,3,0,0,0,1,0,0,0,3,292
copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,247502,0,4,2646,3,3,0,0,0,1,0,0,0,3,224
create new account and deploy contract + mint NFT,0,3897,0,788535,323,35,35,136,142,295,102,38,45770,34,73,53964,241,38,34,34,3960,1,34,0,0,3,205
add and remove key to/from account + convert int to string and concatenate it,811,1,0,343,13,1,1,0,5,20,0,3,340121,0,4,2094,1625,3,0,0,0,1,0,811,0,3,631
get account and get balance + convert int to string,0,1,531,343,1606,1,1,0,536,2675,0,3,25952,0,535,256443,3,3,0,0,0,1,0,0,0,3,212
call empty contract function + load and save empty string on signers address,0,1,0,346,15,1,1,1,5,20,0,3,328512,0,4,2254,3,3,0,0,0,1,0,0,0,3,449
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,157580,0,4,2097,3,3,0,0,0,1,0,0,0,3,114
load and save long string on signers address + convert int to string and concatenate it,0,1,0,387,14,1,1,1,5,20,0,3,305588,0,4,2097,3,3,0,0,0,1,0,0,0,3,182
convert int to string + get account and get available balance,0,1,0,343,898,7,7,0,300,914,0,298,458948,0,299,138089,3,3,6,6,0,7,0,0,295,12,261
load and save empty string on signers address + add and remove key to/from account,1192,1,0,346,14,7,7,1,5,29,0,3,147878,0,4,2138,2387,3,6,6,0,7,0,1192,0,12,297
load and save empty string on signers address + add and remove key to/from account,642,1,0,346,14,1,1,1,5,20,0,3,280762,0,4,2138,1287,3,0,0,0,1,0,642,0,3,277
get signer address,0,1,0,343,13,1,1,0,5,20,0,3,905993,0,4,2094,3,3,0,0,0,1,0,0,0,3,405
get signer address + mint NFT,0,1750,0,352153,17,1,1,0,6,23,0,4,280966,0,5,6075,3,4,0,0,1794,1,0,0,0,3,296
convert int to string + get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,487896,0,4,2235,3,3,0,0,0,1,0,0,0,3,279
get account and get storage used + convert int to string,0,1,0,343,13,1,1,0,5,20,0,2313,156064,0,4,2094,3,3,0,0,0,1,0,0,0,3,83
get account and get balance + copy array from storage and save a duplicate,0,1,413,895,1254,1,1,1,418,2085,0,3,5192,0,417,201025,3,3,0,0,136,1,0,0,0,3,181
call empty contract function + get account and get storage used,0,1,0,343,14,1,1,0,5,20,0,14344,205448,0,4,2251,3,3,0,0,0,1,0,0,0,3,332
borrow array from storage,0,1,0,343,14,7,7,0,5,29,0,3,179104,0,4,2646,3,3,6,6,0,7,0,0,0,12,231
get public account + load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,105280,0,4,2138,3,3,0,0,0,1,0,0,0,3,98
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,253958,0,4,2097,3,3,0,0,0,1,0,0,0,3,186
add key to account + load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,31099,0,4,2097,2040,3,0,0,0,1,0,2037,0,3,172
transfer tokens + get signer address,0,1761,0,568,16,1,1,0,5,20,0,3,349166,0,4,2480,3523,3,0,0,0,1,0,0,0,3,288
get account and get available balance + create new account and deploy contract,0,166,0,45828,2140,56,56,220,769,2092,165,602,2565,55,658,328723,388,58,55,55,110,1,55,0,544,3,317
transfer tokens,0,3498,0,568,16,7,7,0,5,29,0,3,122397,0,4,2480,6997,3,6,6,0,7,0,0,0,12,321
call empty contract function + copy array from storage and save a duplicate,0,1,0,895,16,1,1,1,5,20,0,3,106008,0,4,3355,3,3,0,0,366,1,0,0,0,3,102
get account and get balance,0,1,762,343,2299,1,1,0,767,3830,0,3,3050,0,766,367092,3,3,0,0,0,1,0,0,0,3,276
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,82898,0,4,2358,3,3,0,0,0,1,0,0,0,3,172
call empty contract function + add key to account,0,1,0,343,14,1,1,0,5,20,0,3,52166,0,4,2249,2349,3,0,0,0,1,0,2346,0,3,220
get account and get available balance + copy array from storage,0,1,0,343,1598,1,1,0,533,1604,0,531,137768,0,532,246054,3,3,0,0,0,1,0,0,528,3,285
create new account and deploy contract,0,280,0,77068,850,94,94,372,377,764,279,96,653,93,190,130155,654,96,93,93,186,1,93,0,0,3,142
add key to account + get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,90770,0,4,2358,1901,3,0,0,0,1,0,1898,0,3,453
get public account + copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,346472,0,4,2646,3,3,0,0,0,1,0,0,0,3,286
load and save long string on signers address + get signer receiver,0,1,0,387,16,1,1,1,5,20,0,3,313216,0,4,2402,3,3,0,0,0,1,0,0,0,3,271
get account and get balance + call empty contract function,0,1,396,343,1202,1,1,0,401,2000,0,3,231416,0,400,191935,3,3,0,0,0,1,0,0,0,3,347
load and save empty string on signers address + get signer address,0,1,0,346,14,1,1,1,5,20,0,3,511900,0,4,2097,3,3,0,0,0,1,0,0,0,3,222
emit event,0,1,0,343,14,1,1,0,5,20,0,3,61730,0,4,2251,10291,3,0,0,0,1,0,0,0,3,73
borrow array from storage + reference tx,0,1,0,343,14,1,1,0,5,20,0,3,113728,0,4,2646,3,3,0,0,0,1,0,0,0,3,144
get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,25790,103150,0,4,2094,3,3,0,0,0,1,0,0,0,3,391
get signer address + get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,268,240290,0,4,2094,3,3,0,0,0,1,0,0,0,3,82
convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,3,217767,0,4,2094,3,3,0,0,0,1,0,0,0,3,104
call empty contract function,0,1,0,343,14,1,1,0,5,20,0,3,307970,0,4,2251,3,3,0,0,0,1,0,0,0,3,266
get account and get available balance,0,1,0,343,2527,1,1,0,843,2534,0,841,3354,0,842,388412,3,3,0,0,0,1,0,0,838,3,276
reference tx + get account and get balance,0,1,455,343,1378,1,1,0,460,2295,0,3,173464,0,459,220039,3,3,0,0,0,1,0,0,0,3,235
add key to account + create new account and deploy contract,0,406,0,111988,1228,136,136,540,545,1100,405,138,9139,135,274,188259,2586,138,135,135,270,1,135,1638,0,3,341
convert int to string and concatenate it + transfer tokens,0,1697,0,568,16,1,1,0,5,20,0,3,165419,0,4,2480,3395,3,0,0,0,1,0,0,0,3,205
mint NFT + add and remove key to/from account,147,823,0,168555,17,1,1,0,6,23,0,4,10897,0,5,7058,297,4,0,0,844,1,0,147,0,3,54
copy array from storage and save a duplicate + get signer receiver,0,1,0,895,17,1,1,1,5,20,0,3,91920,0,4,3462,3,3,0,0,121,1,0,0,0,3,188
get signer receiver + copy array from storage and save a duplicate,0,1,0,895,17,1,1,1,5,20,0,3,43474,0,4,3462,3,3,0,0,414,1,0,0,0,3,88
transfer tokens,0,3148,0,568,16,1,1,0,5,20,0,3,110147,0,4,2480,6297,3,0,0,0,1,0,0,0,3,288
add key to account + add and remove key to/from account,143,1,0,343,13,1,1,0,5,20,0,3,9780,0,4,2094,2044,3,0,0,0,1,0,1898,0,3,147
borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,7416,0,4,2646,3,3,0,0,0,1,0,0,0,3,12
get signer address,0,1,0,343,13,1,1,0,5,20,0,3,778505,0,4,2094,3,3,0,0,0,1,0,0,0,3,256
create new account and deploy contract,0,802,0,221150,2416,268,268,1068,1073,2156,801,270,1871,267,538,370287,1872,270,267,267,534,1,267,0,0,3,409
emit event + create new account,0,16,0,3988,59,1,1,15,15,60,15,8,113106,0,14,9146,18880,8,0,0,5,1,5,0,0,3,137
load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,49280,0,4,2097,3,3,0,0,0,1,0,0,0,3,38
get account and get storage used + get account and get available balance,0,1,0,343,1165,1,1,0,389,1172,0,15405,61612,0,388,179118,3,3,0,0,0,1,0,0,384,3,330
borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,186452,0,4,2646,3,3,0,0,0,1,0,0,0,3,234
get signer receiver + load and save long string on signers address,0,1,0,387,16,1,1,1,5,20,0,3,262486,0,4,2402,3,3,0,0,0,1,0,0,0,3,304
get account and get balance,0,1,10,343,43,1,1,0,15,70,0,3,42,0,14,6884,3,3,0,0,0,1,0,0,0,3,5
reference tx + get account and get storage capacity,0,1,0,343,472,1,1,0,158,479,0,3,533982,0,157,72627,3,156,0,0,0,1,0,0,0,3,206
reference tx,0,1,0,343,13,1,1,0,5,20,0,3,405008,0,4,2094,3,3,0,0,0,1,0,0,0,3,278
load and save empty string on signers address + load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,428854,0,4,2138,3,3,0,0,0,1,0,0,0,3,340
