tx,TransferCompositeValue,GetCode,GetAccountAvailableBalance,GetValue,GetStorageUsed,RLPDecoding,AllocateStorageIndex,DestroyCompositeValue,TransferArrayValue,GetCurrentBlockHeight,EmitEvent,EncodeValue,CreateAccount,EncodeEvent,GetAccountBalance,UpdateAccountContractCode,EVMGasUsage,Statement,CreateArrayValue,GetBlockAtHeight,GetStorageCapacity,CreateCompositeValue,AddEncodedAccountKey,RevokeEncodedAccountKey,GetAccountContractCode,TransferDictionaryValue,FunctionInvocation,ResolveLocation,GetOrLoadProgram,SetValue,CreateDictionaryValue,GenerateUUID,Loop,estimated,ms
get public account + add and remove key to/from account,0,37,0,0,0,0,0,0,320178,0,1890366,0,0,8772,0,0,0,33622,8772,0,0,0,4386,4386,37,0,23388,35,44,0,0,0,14616,71626,178
create new account and deploy contract + add key to account,0,281,0,450528,0,0,416,0,45510,0,156926,17888,208,934,0,208,0,1664,934,0,0,208,518,0,281,0,1660,65,74,34318,0,0,726,4050,117
emit event,0,37,0,221,0,0,0,0,0,0,35568,0,0,624,0,0,0,1874,0,0,0,624,0,0,37,0,1248,35,44,0,0,0,624,3746,3
load and save long string on signers address + create new account,0,73,0,1294,0,0,0,0,0,0,30580,1312,556,556,0,0,0,9069,0,0,0,0,0,0,73,0,5858,65,74,1327,0,0,3207,18134,229
get signer receiver,0,37,0,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,10238,0,0,0,0,0,0,37,0,15354,35,44,0,0,0,5118,30710,50
get account and get balance + add and remove key to/from account,0,74,0,4096884,0,0,0,0,465010,0,2745470,0,0,12740,1514,0,0,28198,12740,0,0,0,6370,6370,74,0,23652,69,13704,0,0,0,7884,59734,463
emit event + copy array from storage and save a duplicate,0,37,0,3624,0,0,6349,0,158725,0,711417,1585,0,12481,0,0,0,145380,0,0,0,12481,0,0,37,0,44009,35,44,1608,0,0,50575,239964,176
decode hex + copy array from storage and save a duplicate,0,37,0,3360,0,0,834,0,20850,0,0,1585,0,0,0,0,0,30020,7919,0,0,0,0,0,37,0,10421,35,44,1608,0,0,12923,53364,61
load and save long string on signers address + transfer tokens to EVM address,946,37,0,200712,0,51444,0,1,159588,0,412520,1312,0,944,0,0,9912000,3325,473,0,0,473,0,0,37,0,3317,35,44,167951,0,1,477,7119,67
copy array from storage + get account and get storage used,0,37,0,1868,937,0,0,0,580,0,0,0,0,0,0,0,0,2748,0,0,0,0,0,0,37,0,995,35,44,0,0,0,1285,5028,7
get account and get storage capacity + create new account and deploy contract,0,241,0,4552218,0,0,336,0,6216,0,37632,14448,168,336,0,168,0,14521,336,0,1557,168,0,0,241,0,11403,65,10973,27720,0,0,1725,27649,305
create new account and deploy contract + get signer vault,0,544,0,1021643,0,0,942,0,17427,0,105504,40506,471,942,0,471,0,5155,942,0,0,471,0,0,544,0,3282,65,74,77713,0,0,2340,10777,252
borrow array from storage,0,37,0,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,37652,0,0,0,0,0,0,37,0,2510,35,44,0,0,0,15060,55222,45
create new account + convert int to string and concatenate it,0,73,0,0,0,0,0,0,0,0,62645,0,1139,1139,0,0,0,4558,0,0,0,0,0,0,73,0,3415,65,74,0,0,0,2277,10250,432
copy array from storage,0,37,0,1868,0,0,0,0,65440,0,0,0,0,0,0,0,0,98162,0,0,0,0,0,0,37,0,6544,35,44,0,0,0,39264,143970,72
get signer address + get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5702,0,0,0,0,0,0,37,0,2705,35,44,0,0,0,2849,11256,9
load and save empty string on signers address + convert int to string,0,37,0,1273,0,0,0,0,0,0,0,1271,0,0,0,0,0,26941,0,0,0,0,0,0,37,0,17746,35,44,1286,0,0,9191,53878,34
create new account + get account and get available balance,0,74,2397,6447930,2397,0,0,0,0,0,16115,0,293,293,0,0,0,41339,0,0,0,0,0,0,74,0,29057,69,16857,0,0,0,2690,73086,491
get public account + load and save long string on signers address,0,37,0,1335,0,0,0,0,0,0,0,1312,0,0,0,0,0,26054,0,0,0,0,0,0,37,0,14593,35,44,1327,0,0,11457,52104,25
get signer address + convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30572,0,0,0,0,0,0,37,0,10222,35,44,0,0,0,15284,56078,19
create new account,0,73,0,0,0,0,0,0,0,0,51260,0,932,932,0,0,0,1866,0,0,0,0,0,0,73,0,932,65,74,0,0,0,932,3730,341
add key to account + get signer vault,0,37,0,1416,0,0,0,0,135634,0,395754,0,0,1858,0,0,0,7828,1858,0,0,0,1858,0,37,0,5770,35,44,0,0,0,3912,17510,63
borrow array from storage,0,37,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,161927,0,0,0,0,0,0,37,0,10795,35,44,0,0,0,64770,237492,223
borrow array from storage + create and destroy EVM bridged account,23368,37,0,95997,0,0,0,11684,701040,0,0,0,0,0,0,0,0,198974,11684,0,0,11684,0,0,37,0,44422,35,44,93472,0,11684,67904,311300,342
create new account + load and save empty string on signers address,0,73,0,1294,0,0,0,0,0,0,19800,1271,360,360,0,0,0,7159,0,0,0,0,0,0,73,0,4650,65,74,1286,0,0,2505,14314,159
get account and get balance,0,74,0,5101179,0,0,0,0,0,0,0,0,0,0,1857,0,0,11144,0,0,0,0,0,0,74,0,5571,69,16791,0,0,0,1857,18572,270
get account and get available balance + emit event,0,37,1809,4940600,1809,0,0,0,0,0,523887,0,0,9191,0,0,0,58330,0,0,0,9191,0,0,37,0,40090,35,12707,0,0,0,11000,109420,281
create and destroy EVM bridged account,6090,37,0,25017,0,0,0,3045,182700,0,0,0,0,0,0,0,0,15227,3045,0,0,3045,0,0,37,0,9135,35,44,24360,0,3045,3045,27407,52
get account and get balance + emit event,0,74,0,6518854,0,0,0,0,0,0,787455,0,0,13815,2373,0,0,55687,0,0,0,13815,0,0,74,0,34749,69,21435,0,0,0,16188,106624,364
convert int to string + decode hex,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13418,6101,0,0,0,0,0,37,0,6707,35,44,0,0,0,6707,26832,29
copy array from storage and save a duplicate + add key to account,0,37,0,2772,0,0,2461,0,182554,0,353154,1585,0,1658,0,0,0,45157,1658,0,0,0,1658,0,37,0,10699,35,44,1608,0,0,16424,72280,118
convert int to string and concatenate it + create new account and deploy contract,0,567,0,1036412,0,0,988,0,18278,0,110656,42484,494,988,0,494,0,6870,988,0,0,494,0,0,567,0,6866,65,74,81508,0,0,3186,16922,288
mint NFT + create and destroy EVM bridged account,8554,37,0,36415,0,0,199,3986,239160,0,0,31259,0,0,0,0,0,21292,3986,0,0,4180,0,0,37,0,12734,35,44,74698,0,4180,4180,38206,62
get signer vault,0,37,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,0,0,37,0,346,35,44,0,0,0,346,1386,2
get public account + convert int to string,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21248,0,0,0,0,0,0,37,0,10622,35,44,0,0,0,10622,42492,14
decode hex,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25148,12573,0,0,0,0,0,37,0,12573,35,44,0,0,0,12573,50294,56
get signer vault + get account and get storage used,0,37,0,1416,2603,0,0,0,0,0,0,0,0,0,0,0,0,11398,0,0,0,0,0,0,37,0,5697,35,44,0,0,0,5697,22792,32
copy array from storage + get account and get available balance,0,37,58,160266,58,0,0,0,60610,0,0,0,0,0,0,0,0,91905,0,0,0,0,0,0,37,0,6757,35,450,0,0,0,36424,135086,76
convert int to string,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7964,0,0,0,0,0,0,37,0,3981,35,44,0,0,0,3981,15926,4
emit event,0,37,0,221,0,0,0,0,0,0,77577,0,0,1361,0,0,0,4085,0,0,0,1361,0,0,37,0,2722,35,44,0,0,0,1361,8168,5
copy array from storage,0,37,0,1827,0,0,0,0,8370,0,0,0,0,0,0,0,0,12557,0,0,0,0,0,0,37,0,837,35,44,0,0,0,5022,18416,15
reference tx,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3006,0,0,0,0,0,0,37,0,0,35,44,0,0,0,3004,6010,14
get account and get available balance,0,37,7,18830,7,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,37,0,84,35,93,0,0,0,7,212,1
borrow array from storage + add and remove key to/from account,0,37,0,1806,0,0,0,0,142496,0,841312,0,0,3904,0,0,0,73510,3904,0,0,0,1952,1952,37,0,10366,35,44,0,0,0,29012,112888,166
get signer address + add key to account,0,37,0,0,0,0,0,0,174470,0,509070,0,0,2390,0,0,0,32498,2390,0,0,0,2390,0,37,0,4780,35,44,0,0,0,16247,53525,70
get account and get storage used + copy array from storage and save a duplicate,0,37,0,3360,1900,0,460,0,11500,0,0,1585,0,0,0,0,0,11624,0,0,0,0,0,0,37,0,3280,35,44,1608,0,0,4660,19564,15
get account and get balance,0,74,0,5172601,0,0,0,0,0,0,0,0,0,0,1883,0,0,11300,0,0,0,0,0,0,74,0,5649,69,17025,0,0,0,1883,18832,291
get signer address + get account and get balance,0,74,0,906510,0,0,0,0,0,0,0,0,0,0,335,0,0,24992,0,0,0,0,0,0,74,0,1005,69,3093,0,0,0,11824,37821,56
get public account + transfer tokens,6237,37,0,1913,0,0,0,2079,0,0,386694,67,0,4158,0,0,0,78089,0,0,0,6237,0,0,37,0,38003,35,44,122,0,2079,17213,133305,129
convert int to string + transfer tokens,11211,37,0,1913,0,0,0,3737,0,0,695082,67,0,7474,0,0,0,102663,0,0,0,11211,0,0,37,0,49461,35,44,122,0,3737,12091,164215,199
get account and get storage used + load and save long string on signers address,0,37,0,1335,6976,0,0,0,0,0,0,1312,0,0,0,0,0,14250,0,0,0,0,0,0,37,0,7172,35,44,1327,0,0,7074,28496,17
get account and get balance + create new account and deploy contract,0,563,0,6935007,0,0,978,0,18093,0,109536,42054,489,978,2139,489,0,14305,978,0,0,489,0,0,563,0,7884,69,19329,80684,0,0,2628,24817,536
convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510,0,0,0,0,0,0,37,0,4508,35,44,0,0,0,2254,11272,8
load and save long string on signers address + load and save empty string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1271,0,0,0,0,0,16963,0,0,0,0,0,0,37,0,11306,35,44,1286,0,0,5653,33922,23
create and destroy EVM bridged account,7316,37,0,29921,0,0,0,3658,219480,0,0,0,0,0,0,0,0,18292,3658,0,0,3658,0,0,37,0,10974,35,44,29264,0,3658,3658,32924,56
borrow array from storage + create new account and deploy contract,0,612,0,1169301,0,0,1078,0,19943,0,120736,46354,539,1078,0,539,0,22756,1078,0,0,539,0,0,612,0,3026,65,74,88933,0,0,8993,34775,288
load and save empty string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1271,0,0,0,0,0,15032,0,0,0,0,0,0,37,0,10020,35,44,1286,0,0,5010,30062,19
convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229210,0,0,0,0,0,0,37,0,229208,35,44,0,0,0,114604,573022,181
load and save long string on signers address + get account and get storage capacity,0,37,0,2532972,0,0,0,0,0,0,0,1312,0,0,0,0,0,36058,0,0,927,0,0,0,37,0,24963,35,6533,1327,0,0,10164,71185,128
emit event,0,37,0,221,0,0,0,0,0,0,318915,0,0,5595,0,0,0,16787,0,0,0,5595,0,0,37,0,11190,35,44,0,0,0,5595,33572,19
get account and get available balance,0,37,1049,2821810,1049,0,0,0,0,0,0,0,0,0,0,0,0,17835,0,0,0,0,0,0,37,0,12588,35,7387,0,0,0,1049,31472,120
reference tx + get account and get available balance,0,37,533,1433770,533,0,0,0,0,0,0,0,0,0,0,0,0,17514,0,0,0,0,0,0,37,0,6396,35,3775,0,0,0,8982,32892,66
create new account,0,73,0,0,0,0,0,0,0,0,3190,0,58,58,0,0,0,118,0,0,0,0,0,0,73,0,58,65,74,0,0,0,58,234,21
create new account + load and save long string on signers address,0,73,0,1294,0,0,0,0,0,0,17655,1312,321,321,0,0,0,25327,0,0,0,0,0,0,73,0,16775,65,74,1327,0,0,8548,50650,157
get account and get balance,0,74,0,4234890,0,0,0,0,0,0,0,0,0,0,1565,0,0,9392,0,0,0,0,0,0,74,0,4695,69,14163,0,0,0,1565,15652,217
get signer vault,0,37,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,4152,0,0,0,0,0,0,37,0,2075,35,44,0,0,0,2075,8302,7
load and save long string on signers address + copy array from storage,0,37,0,1827,0,0,0,0,64540,0,0,1312,0,0,0,0,0,112165,0,0,0,0,0,0,37,0,16688,35,44,1327,0,0,43841,172694,87
get account and get balance + get account and get available balance,0,74,173,4543312,173,0,0,0,0,0,0,0,0,0,1507,0,0,11987,0,0,0,0,0,0,74,0,6597,69,14852,0,0,0,1680,20264,226
get signer address + create new account and deploy contract,0,205,0,276936,0,0,264,0,4884,0,29568,11352,132,264,0,132,0,14172,264,0,0,132,0,0,205,0,396,65,74,21779,0,0,7018,21586,72
get account and get storage capacity,0,37,0,2821123,0,0,0,0,0,0,0,0,0,0,0,0,0,9299,0,0,1033,0,0,0,37,0,7231,35,7275,0,0,0,1033,17563,316
load and save long string on signers address,0,37,0,1335,0,0,0,0,0,0,0,1312,0,0,0,0,0,29318,0,0,0,0,0,0,37,0,19544,35,44,1327,0,0,9772,58634,29
transfer tokens to EVM address,2858,37,0,603281,0,155640,0,1,482700,0,1248048,0,0,2856,0,0,29988000,5716,1429,0,0,1429,0,0,37,0,7143,35,44,505520,0,1,0,12859,207
get signer vault + load and save long string on signers address,0,37,0,1457,0,0,0,0,0,0,0,1312,0,0,0,0,0,29384,0,0,0,0,0,0,37,0,15830,35,44,1327,0,0,13550,58764,41
get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22950,0,0,0,0,0,0,37,0,11474,35,44,0,0,0,11474,45898,17
get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9024,0,0,0,0,0,0,37,0,4511,35,44,0,0,0,4511,18046,7
reference tx + decode hex,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5615,1087,0,0,0,0,0,37,0,1087,35,44,0,0,0,4524,11226,11
add key to account,0,37,0,0,0,0,0,0,7957,0,23217,0,0,109,0,0,0,220,109,0,0,0,109,0,37,0,218,35,44,0,0,0,109,547,9
transfer tokens to EVM address + get signer address,1624,37,0,342096,0,88393,0,1,274166,0,708802,0,0,1622,0,0,17031000,5008,812,0,0,812,0,0,37,0,4058,35,44,286291,0,1,879,9945,124
get account and get storage capacity,0,37,0,5066005,0,0,0,0,0,0,0,0,0,0,0,0,0,16697,0,0,1855,0,0,0,37,0,12985,35,13029,0,0,0,1855,31537,235
reference tx + get signer receiver,0,37,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,23758,0,0,0,0,0,0,37,0,14796,35,44,0,0,0,18822,57376,42
decode hex,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16702,8350,0,0,0,0,0,37,0,8350,35,44,0,0,0,8350,33402,35
get public account + mint NFT,13434,37,0,4615,0,0,4594,0,0,0,0,649931,0,0,0,0,0,54638,0,0,0,4478,0,0,37,0,29556,35,44,914238,0,4478,16122,100316,315
get signer vault + convert int to string and concatenate it,0,37,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,50654,0,0,0,0,0,0,37,0,39106,35,44,0,0,0,25325,115085,70
create new account,0,74,0,0,0,0,0,0,0,0,34650,0,630,630,0,0,0,1262,0,0,0,0,0,0,74,0,630,69,78,0,0,0,630,2522,217
transfer tokens to EVM address + call empty contract function,3076,37,0,649502,0,167516,0,1,519532,0,1343304,0,0,3074,0,0,32277000,35152,1538,0,0,1538,0,0,37,0,22187,35,44,544106,0,1,14499,71838,229
create new account and deploy contract + create and destroy EVM bridged account,5436,840,0,1683723,0,0,1534,2718,191459,0,171808,65962,767,1534,0,767,0,15895,4252,0,0,3485,0,0,840,0,10455,65,74,148296,0,2718,3485,29835,422
get account and get storage capacity + convert int to string and concatenate it,0,37,0,4371250,0,0,0,0,0,0,0,0,0,0,0,0,0,31239,0,0,1625,0,0,0,37,0,27985,35,11419,0,0,0,9930,69154,197
mint NFT + call empty contract function,21534,37,0,2850,0,0,7363,0,0,0,0,1022981,0,0,0,0,0,74430,0,0,0,7178,0,0,37,0,40802,35,44,1446588,0,7178,19268,134500,157
transfer tokens + convert int to string,1722,37,0,1913,0,0,0,574,0,0,106764,67,0,1148,0,0,0,13578,0,0,0,1722,0,0,37,0,6500,35,44,122,0,574,760,20838,30
load and save empty string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1271,0,0,0,0,0,4913,0,0,0,0,0,0,37,0,3274,35,44,1286,0,0,1637,9824,10
get account and get balance + create new account,0,74,0,4411682,0,0,0,0,0,0,6545,0,119,119,1606,0,0,9878,0,0,0,0,0,0,74,0,4937,69,14532,0,0,0,1725,16540,258
convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298,0,0,0,0,0,0,37,0,2296,35,44,0,0,0,1148,5742,8
copy array from storage,0,37,0,1827,0,0,0,0,33320,0,0,0,0,0,0,0,0,49982,0,0,0,0,0,0,37,0,3332,35,44,0,0,0,19992,73306,42
convert int to string,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21266,0,0,0,0,0,0,37,0,10632,35,44,0,0,0,10632,42530,25
load and save empty string on signers address + mint NFT,1890,37,0,4718,0,0,647,0,0,0,0,94042,0,0,0,0,0,6823,0,0,0,630,0,0,37,0,4126,35,44,131332,0,630,1433,12382,21
copy array from storage and save a duplicate + get account and get storage used,0,37,0,3401,434,0,3450,0,86250,0,0,1585,0,0,0,0,0,59522,0,0,0,0,0,0,37,0,10784,35,44,1608,0,0,21134,91440,324
get account and get storage capacity,0,37,0,5134280,0,0,0,0,0,0,0,0,0,0,0,0,0,16922,0,0,1880,0,0,0,37,0,13160,35,13204,0,0,0,1880,31962,245
add key to account + get signer receiver,0,37,0,1913,0,0,0,0,342516,0,999396,0,0,4692,0,0,0,30934,4692,0,0,0,4692,0,37,0,41703,35,44,0,0,0,15465,88102,223
get public account + get signer address,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57394,0,0,0,0,0,0,37,0,19230,35,44,0,0,0,28695,105319,42
get account and get available balance + get signer address,0,37,582,1589442,582,0,0,0,0,0,0,0,0,0,0,0,0,12022,0,0,0,0,0,0,37,0,6984,35,4118,0,0,0,1644,20650,72
add and remove key to/from account,0,37,0,0,0,0,0,0,315944,0,1865368,0,0,8656,0,0,0,12986,8656,0,0,0,4328,4328,37,0,12984,35,44,0,0,0,4328,30298,180
get account and get balance + create and destroy EVM bridged account,13300,74,0,1504273,0,0,0,6650,399000,0,0,0,0,0,528,0,0,36422,6650,0,0,6650,0,0,74,0,21534,69,4830,53200,0,6650,7178,65134,214
get account and get available balance,0,37,1951,5328181,1951,0,0,0,0,0,0,0,0,0,0,0,0,33169,0,0,0,0,0,0,37,0,23412,35,13701,0,0,0,1951,58532,286
get signer receiver + create new account,0,73,0,1913,0,0,0,0,0,0,38555,0,701,701,0,0,0,31938,0,0,0,0,0,0,73,0,46499,65,74,0,0,0,15967,94404,378
add key to account,0,37,0,0,0,0,0,0,5329,0,15549,0,0,73,0,0,0,148,73,0,0,0,73,0,37,0,146,35,44,0,0,0,73,367,4
get account and get balance + convert int to string,0,74,0,2026794,0,0,0,0,0,0,0,0,0,0,749,0,0,9472,0,0,0,0,0,0,74,0,4734,69,6819,0,0,0,3236,17442,107
load and save long string on signers address + get account and get balance,0,74,0,677097,0,0,0,0,0,0,0,1312,0,0,246,0,0,10951,0,0,0,0,0,0,74,0,7052,69,2292,1327,0,0,3403,21406,42
load and save long string on signers address + get account and get available balance,0,37,1597,4297224,1597,0,0,0,0,0,0,1312,0,0,0,0,0,33273,0,0,0,0,0,0,37,0,23244,35,11223,1327,0,0,3637,60154,214
add and remove key to/from account + get account and get balance,0,74,0,6047910,0,0,0,0,513409,0,3031223,0,0,14066,2235,0,0,34513,14066,0,0,0,7033,7033,74,0,27804,69,20193,0,0,0,9268,71585,632
convert int to string and concatenate it + get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55492,0,0,0,0,0,0,37,0,38976,35,44,0,0,0,27744,122212,44
transfer tokens to EVM address,2606,37,0,548807,0,141902,0,1,440104,0,1137916,0,0,2604,0,0,27342000,5212,1303,0,0,1303,0,0,37,0,6513,35,44,459614,0,1,0,11725,180
convert int to string,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2938,0,0,0,0,0,0,37,0,1468,35,44,0,0,0,1468,5874,6
call empty contract function + decode hex,0,37,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,2118,525,0,0,0,0,0,37,0,1057,35,44,0,0,0,1057,4232,9
get signer vault,0,37,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,2548,0,0,0,0,0,0,37,0,1273,35,44,0,0,0,1273,5094,9
get account and get balance + borrow array from storage,0,74,0,2025915,0,0,0,0,0,0,0,0,0,0,748,0,0,125032,0,0,0,0,0,0,74,0,10280,69,6810,0,0,0,48964,184276,245
copy array from storage and save a duplicate + get signer receiver,0,37,0,3979,0,0,2059,0,51475,0,0,1585,0,0,0,0,0,35313,0,0,0,0,0,0,37,0,6636,35,44,1608,0,0,12507,54456,51
get signer address,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16826,0,0,0,0,0,0,37,0,0,35,44,0,0,0,8412,25238,5
transfer tokens to EVM address,2310,37,0,487653,0,125777,0,1,390094,0,1008578,0,0,2308,0,0,24234000,4620,1155,0,0,1155,0,0,37,0,5773,35,44,408524,0,1,0,10393,179
create new account + load and save long string on signers address,0,73,0,1335,0,0,0,0,0,0,17765,1312,323,323,0,0,0,17201,0,0,0,0,0,0,73,0,11357,65,74,1327,0,0,5840,34398,142
emit event + copy array from storage and save a duplicate,0,37,0,3624,0,0,1585,0,39625,0,356934,1585,0,6262,0,0,0,45735,0,0,0,6262,0,0,37,0,17279,35,44,1608,0,0,15772,78786,56
reference tx + load and save long string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1312,0,0,0,0,0,30855,0,0,0,0,0,0,37,0,9194,35,44,1327,0,0,21657,61706,20
get account and get storage used + get account and get available balance,0,37,1878,5128818,13303,0,0,0,0,0,0,0,0,0,0,0,0,54780,0,0,0,0,0,0,37,0,33961,35,13190,0,0,0,13303,102044,288
get account and get balance + emit event,0,74,0,5711236,0,0,0,0,0,0,1043955,0,0,18315,2079,0,0,67423,0,0,0,18315,0,0,74,0,42867,69,18789,0,0,0,20394,130684,353
copy array from storage + create new account,0,73,0,1827,0,0,0,0,130690,0,31570,0,574,574,0,0,0,197187,0,0,0,0,0,0,73,0,13643,65,74,0,0,0,78988,289818,802
load and save long string on signers address + get signer address,0,37,0,1335,0,0,0,0,0,0,0,1312,0,0,0,0,0,11528,0,0,0,0,0,0,37,0,7332,35,44,1327,0,0,3929,22789,11
reference tx + transfer tokens,11184,37,0,1913,0,0,0,3728,0,0,693408,67,0,7456,0,0,0,85841,0,0,0,11184,0,0,37,0,41008,35,44,122,0,3728,3821,130670,196
add and remove key to/from account,0,37,0,0,0,0,0,0,346020,0,2042940,0,0,9480,0,0,0,14222,9480,0,0,0,4740,4740,37,0,14220,35,44,0,0,0,4740,33182,210
load and save long string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1312,0,0,0,0,0,51482,0,0,0,0,0,0,37,0,34320,35,44,1327,0,0,17160,102962,52
get public account + decode hex,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76362,18475,0,0,0,0,0,37,0,38179,35,44,0,0,0,38179,152720,141
load and save long string on signers address + add key to account,0,37,0,1294,0,0,0,0,541806,0,1580886,1312,0,7422,0,0,0,20932,7422,0,0,0,7422,0,37,0,18900,35,44,1327,0,0,9450,49282,221
copy array from storage,0,37,0,1868,0,0,0,0,78470,0,0,0,0,0,0,0,0,117707,0,0,0,0,0,0,37,0,7847,35,44,0,0,0,47082,172636,116
get public account + get account and get storage capacity,0,37,0,1930817,0,0,0,0,0,0,0,0,0,0,0,0,0,29385,0,0,707,0,0,0,37,0,16458,35,4993,0,0,0,12216,58059,140
mint NFT,7740,37,0,3620,0,0,2647,0,0,0,0,375351,0,0,0,0,0,18062,0,0,0,2580,0,0,37,0,10320,35,44,527676,0,2580,2580,30962,76
get account and get available balance + get account and get balance,0,74,829,6266378,829,0,0,0,0,0,0,0,0,0,1457,0,0,22839,0,0,0,0,0,0,74,0,14319,69,18994,0,0,0,2286,39444,309
load and save empty string on signers address,0,37,0,1335,0,0,0,0,0,0,0,1271,0,0,0,0,0,680,0,0,0,0,0,0,37,0,452,35,44,1286,0,0,226,1358,1
create new account and deploy contract + get signer vault,0,155,0,179069,0,0,164,0,3034,0,18368,7052,82,164,0,82,0,11534,164,0,0,82,0,0,155,0,5888,65,74,13530,0,0,5724,23146,57
add key to account + get account and get storage used,0,37,0,0,601,0,0,0,82417,0,240477,0,0,1129,0,0,0,3464,1129,0,0,0,1129,0,37,0,2859,35,44,0,0,0,1730,8053,79
copy array from storage and save a duplicate,0,37,0,3360,0,0,4669,0,116725,0,0,1585,0,0,0,0,0,79375,0,0,0,0,0,0,37,0,14007,35,44,1608,0,0,28014,121396,131
add and remove key to/from account + load and save empty string on signers address,0,37,0,1294,0,0,0,0,445008,0,2627376,1271,0,12192,0,0,0,47206,12192,0,0,0,6096,6096,37,0,37564,35,44,1286,0,0,15734,100504,281
emit event + decode hex,0,37,0,223,0,0,0,0,0,0,441351,0,0,7743,0,0,0,44009,10388,0,0,7743,0,0,37,0,25874,35,44,0,0,0,18131,88014,78
get account and get storage capacity,0,37,0,4724130,0,0,0,0,0,0,0,0,0,0,0,0,0,15932,0,0,1770,0,0,0,37,0,12390,35,12434,0,0,0,1770,30092,201
get account and get balance,0,74,0,1436886,0,0,0,0,0,0,0,0,0,0,531,0,0,3188,0,0,0,0,0,0,74,0,1593,69,4857,0,0,0,531,5312,93
add and remove key to/from account + get signer vault,0,37,0,1457,0,0,0,0,217978,0,1286966,0,0,5972,0,0,0,53818,5972,0,0,0,2986,2986,37,0,31386,35,44,0,0,0,25414,110618,191
get signer vault + get signer receiver,0,37,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,0,0,0,37,0,8744,35,44,0,0,0,4248,21492,28
transfer tokens + add and remove key to/from account,6792,37,0,1913,0,0,0,2264,75336,0,865896,67,0,6592,0,0,0,55172,2064,0,0,6792,1032,1032,37,0,28000,35,44,122,0,2264,3296,86468,155
get account and get available balance + convert int to string,0,37,1444,3884360,1444,0,0,0,0,0,0,0,0,0,0,0,0,29414,0,0,0,0,0,0,37,0,19759,35,10152,0,0,0,3875,53048,180
borrow array from storage,0,37,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,118277,0,0,0,0,0,0,37,0,7885,35,44,0,0,0,47310,173472,116
get account and get balance + transfer tokens,378,74,0,935934,0,0,0,126,0,0,23436,67,0,252,340,0,0,4942,0,0,0,378,0,0,74,0,2406,69,3138,122,0,126,466,7814,53
convert int to string and concatenate it + add key to account,0,37,0,0,0,0,0,0,260829,0,761049,0,0,3573,0,0,0,13548,3573,0,0,0,3573,0,37,0,13544,35,44,0,0,0,6772,33864,97
convert int to string and concatenate it + get signer vault,0,37,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,33052,0,0,0,0,0,0,37,0,23360,35,44,0,0,0,16524,72936,42
transfer tokens to EVM address + reference tx,1342,37,0,282735,0,73019,0,1,226498,0,585558,0,0,1340,0,0,14070000,14431,671,0,0,671,0,0,37,0,3353,35,44,236518,0,1,11745,29529,99
